Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2015,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,US,ZA,NA,,43,specimens,,S,W
2015,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,AR,ZA,XX,1,,trophies,,H,W
2015,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,BE,ZA,,,1,trophies,,H,W
2015,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,CA,ZA,,4,,horns,,H,W
2015,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,CA,ZA,,6,,skins,,H,W
2015,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,CA,ZA,,1,,skin pieces,,H,W
2015,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,CA,ZA,,2,,skulls,,H,W
2015,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,CA,ZA,,,3,trophies,,H,W
2015,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,DK,ZA,,,1,trophies,,H,W
2015,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,ES,ZA,,,2,trophies,,H,W
2015,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,HU,ZA,,5,2,trophies,,H,W
2015,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,IT,ZA,,1,1,trophies,,H,W
2015,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,MC,ZA,,,2,trophies,,H,W
2015,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,MX,ZA,,1,,trophies,,H,W
2015,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,NO,ZA,,1,,trophies,,H,W
2015,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,PK,ZA,,1,,trophies,,H,W
2015,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,PL,ZA,,1,1,trophies,,H,W
2015,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,RU,ZA,,,1,skins,,H,W
2015,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,RU,ZA,,4,2,trophies,,H,W
2015,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,SE,ZA,,,2,trophies,,H,W
2015,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,IT,ZA,,,1,trophies,,H,W
2015,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,SE,ZA,,,1,trophies,,H,W
2015,I,Cacatua goffiniana,Aves,Psittaciformes,Cacatuidae,Cacatua,IT,ZA,,,2,live,,P,
2015,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,FR,ZA,,100,100,specimens,,S,W
2015,I,Crocodylus cataphractus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,AU,ZA,ZW,,1,trophies,,H,W
2015,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,ZA,MZ,,1,trophies,,H,W
2015,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AE,ZA,NG,,1,tusks,,P,W
2015,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,ZA,MZ,2,1,tusks,,H,W
2015,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BR,ZA,BW,4,,trophies,,H,W
2015,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BR,ZA,,226,,skins,,T,W
2015,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZA,MZ,,2,trophies,,H,W
2015,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZA,,4,,ears,,H,W
2015,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZA,,8,,feet,,H,W
2015,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZA,,4,,skins,,H,W
2015,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZA,,12,,tails,,H,W
2015,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZA,,8,,tusks,,H,W
2015,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CN,ZA,MZ,,4,tusks,,H,W
2015,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,ZA,MZ,,1,skulls,,H,W
2015,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,ZA,MZ,2,1,tusks,,H,W
2015,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ES,ZA,MZ,4,,feet,,H,W
2015,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ES,ZA,MZ,20,,leather products (small),,H,W
2015,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ES,ZA,MZ,1,,skin pieces,,H,W
2015,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ES,ZA,MZ,1,,skulls,,H,W
2015,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ES,ZA,MZ,3,,trophies,,H,W
2015,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,ZA,MZ,,1,feet,,H,W
2015,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,ZA,MZ,1,,ivory carvings,,P,W
2015,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,ZA,MZ,,1,leather products (small),,H,W
2015,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,ZA,MZ,,2,trophies,,H,W
2015,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,ZA,MZ,1,,trophies,,P,W
2015,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,ZM,,1,ivory pieces,,P,W
2015,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,ZM,,1,trophies,,H,W
2015,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,ZA,TZ,1,1,trophies,,H,W
2015,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NA,ZA,CM,1,1,trophies,,H,W
2015,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NL,ZA,TZ,2,,ears,,H,W
2015,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NL,ZA,TZ,2,,feet,,H,W
2015,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NL,ZA,TZ,1,,skin pieces,,H,W
2015,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NL,ZA,TZ,2,,tusks,,H,W
2015,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,MZ,,1,trophies,,H,W
2015,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,ZA,,,1,leather products (small),,P,W
2015,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,RU,ZA,,2,,tusks,,H,W
2015,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,XX,10,,ivory pieces,,S,W
2015,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,1,,trophies,,H,W
2015,I,Equus zebra zebra,Mammalia,Perissodactyla,Equidae,Equus,LV,ZA,,1,,trophies,,H,W
2015,I,Equus zebra zebra,Mammalia,Perissodactyla,Equidae,Equus,PT,ZA,,1,,trophies,,H,W
2015,I,Equus zebra zebra,Mammalia,Perissodactyla,Equidae,Equus,US,ZA,,,1,trophies,,H,W
2015,I,Eschrichtius robustus,Mammalia,Cetacea,Eschrichtiidae,Eschrichtius,US,ZA,NA,,1,specimens,,S,W
2015,I,Acinonyx jubatus,Mammalia,Carnivora,Felidae,Acinonyx,AU,ZA,ZW,,1,skins,,P,W
2015,I,Acinonyx jubatus,Mammalia,Carnivora,Felidae,Acinonyx,CA,ZA,NA,,2,skulls,,H,W
2015,I,Acinonyx jubatus,Mammalia,Carnivora,Felidae,Acinonyx,CA,ZA,,1,,bodies,,H,W
2015,I,Acinonyx jubatus,Mammalia,Carnivora,Felidae,Acinonyx,CA,ZA,,1,,skulls,,H,W
2015,I,Acinonyx jubatus,Mammalia,Carnivora,Felidae,Acinonyx,ES,ZA,NA,,1,bodies,,H,W
2015,I,Acinonyx jubatus,Mammalia,Carnivora,Felidae,Acinonyx,RU,ZA,NA,,1,skulls,,H,W
2015,I,Panthera leo,Mammalia,Carnivora,Felidae,Panthera,BR,ZA,ZW,84,,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,AR,ZA,TZ,2,,teeth,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,AR,ZA,TZ,2,,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,AR,ZA,,1,,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,AT,ZA,MZ,,1,skulls,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,AT,ZA,,,1,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,AU,ZA,ZW,,1,skins,,P,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,BE,ZA,,1,1,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,CA,ZA,MZ,,2,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,CA,ZA,NA,,3,skulls,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,CA,ZA,ZW,,1,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,CA,ZA,,,1,bodies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,CA,ZA,,3,,skins,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,CA,ZA,,2,,skins,,P,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,CA,ZA,,1,,skulls,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,CA,ZA,,2,,skulls,,P,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,CL,ZA,ZW,,1,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,CN,ZA,NA,,1,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,CN,ZA,TZ,,1,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,CN,ZA,ZW,,1,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,CN,ZA,,,1,trophies,,E,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,CN,ZA,,,1,trophies,,P,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,CZ,ZA,,1,1,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,DE,ZA,,,2,derivatives,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,DE,ZA,,2,1,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,DK,ZA,ZM,,1,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,DK,ZA,ZW,1,,bodies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,DK,ZA,ZW,,1,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,DK,ZA,,,2,skins,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,DK,ZA,,3,1,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,ES,ZA,BW,,3,skulls,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,ES,ZA,BW,3,,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,ES,ZA,,2,5,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,FI,ZA,NA,1,,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,FI,ZA,,1,1,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,FR,ZA,MZ,,2,skulls,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,FR,ZA,MZ,2,,trophies,,P,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,MX,ZA,TZ,1,1,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,MX,ZA,,1,,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,NO,ZA,,1,,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,PH,ZA,,,1,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,PH,ZA,,1,,trophies,,P,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,PK,ZA,ZW,,1,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,PL,ZA,,,2,skins,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,PL,ZA,,3,1,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,PT,ZA,TZ,1,,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,RU,ZA,MZ,,2,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,RU,ZA,TZ,,2,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,RU,ZA,ZW,,1,skulls,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,RU,ZA,,5,4,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,RU,ZA,,1,,trophies,,P,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,SA,ZA,TZ,2,,bodies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,SA,ZA,TZ,,2,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,SE,ZA,BW,,1,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,SE,ZA,MZ,,1,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,SE,ZA,TZ,,2,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,SE,ZA,ZM,,2,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,SE,ZA,,1,1,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,TZ,ZA,TZ,,4,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,US,ZA,MZ,,8,skulls,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,US,ZA,MZ,11,5,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,US,ZA,NA,,2,skulls,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,US,ZA,NA,1,1,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,US,ZA,TZ,2,1,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,US,ZA,ZW,,4,skulls,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,US,ZA,ZW,3,2,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,US,ZA,,,8,skulls,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,US,ZA,,,1,teeth,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,US,ZA,,55,59,trophies,,H,W
2015,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,XX,ZA,,,1,trophies,,H,W
2015,I,Puma concolor,Mammalia,Carnivora,Felidae,Puma,US,ZA,XX,,1,trophies,,H,W
2015,I,Dalbergia nigra,,Fabales,Leguminosae,Dalbergia,US,ZA,XX,,1,derivatives,,P,W
2015,I,Dalbergia nigra,,Fabales,Leguminosae,Dalbergia,US,ZA,XX,,1,derivatives,,T,W
2015,I,Ceratotherium simum,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,BW,ZA,,11,,live,,N,W
2015,I,Ceratotherium simum,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,DK,ZA,,2,,trophies,,H,W
2015,I,Ceratotherium simum,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,NA,ZA,,12,,live,,B,W
2015,I,Ceratotherium simum,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,US,ZA,,1,,trophies,,H,W
2015,I,Ceratotherium simum simum,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,NO,ZA,,,1,specimens,,S,W
2015,I,Diceros bicornis,Mammalia,Perissodactyla,Rhinocerotidae,Diceros,BW,ZA,,14,4,live,,N,W
2015,I,Diceros bicornis,Mammalia,Perissodactyla,Rhinocerotidae,Diceros,DE,ZA,,,1,horns,,H,W
2015,I,Diceros bicornis,Mammalia,Perissodactyla,Rhinocerotidae,Diceros,DE,ZA,,1,,trophies,,H,W
2015,I,Diceros bicornis,Mammalia,Perissodactyla,Rhinocerotidae,Diceros,FR,ZA,,,2,trophies,,H,W
2015,I,Diceros bicornis,Mammalia,Perissodactyla,Rhinocerotidae,Diceros,FR,ZA,,1,,trophies,,P,W
2015,I,Diceros bicornis,Mammalia,Perissodactyla,Rhinocerotidae,Diceros,MY,ZA,,,1,horns,,H,W
2015,I,Diceros bicornis,Mammalia,Perissodactyla,Rhinocerotidae,Diceros,MY,ZA,,,1,trophies,,H,W
2015,I,Diceros bicornis,Mammalia,Perissodactyla,Rhinocerotidae,Diceros,MY,ZA,,6,,trophies,,P,W
2015,I,Diceros bicornis,Mammalia,Perissodactyla,Rhinocerotidae,Diceros,MY,ZA,,4,,trophies,,T,W
2015,I,Diceros bicornis,Mammalia,Perissodactyla,Rhinocerotidae,Diceros,RU,ZA,NA,,1,trophies,,H,W
2015,I,Psammobates geometricus,Reptilia,Testudines,Testudinidae,Psammobates,DE,ZA,,105,,specimens,,S,W
2015,I,Encephalartos humilis,,Cycadales,Zamiaceae,Encephalartos,TH,ZA,,,1,live,,T,
2015,II,Accipiter rufiventris,Aves,Falconiformes,Accipitridae,Accipiter,NZ,ZA,,,1,trophies,,T,W
2015,II,Accipiter tachiro,Aves,Falconiformes,Accipitridae,Accipiter,NZ,ZA,,,2,trophies,,T,W
2015,II,Circus maurus,Aves,Falconiformes,Accipitridae,Circus,ES,ZA,,,250,feathers,,S,W
2015,II,Circus maurus,Aves,Falconiformes,Accipitridae,Circus,ES,ZA,,,400,specimens,,S,W
2015,II,Elanus axillaris,Aves,Falconiformes,Accipitridae,Elanus,NZ,ZA,,,4,trophies,,T,W
2015,II,Gyps africanus,Aves,Falconiformes,Accipitridae,Gyps,GB,ZA,,,400,specimens,,S,W
2015,II,Gyps coprotheres,Aves,Falconiformes,Accipitridae,Gyps,DE,ZA,,,1290,specimens,,S,W
2015,II,Polemaetus bellicosus,Aves,Falconiformes,Accipitridae,Polemaetus,NZ,ZA,,,1,trophies,,T,W
2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,AO,ZA,US,,29,leather products (small),,T,W
2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,BW,ZA,US,,1,leather products (small),,T,W
2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CH,ZA,US,75,70,leather products (small),,T,W
2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CI,ZA,US,,29,leather products (small),,T,W
2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ER,ZA,US,,20,specimens,,M,W
2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,GB,ZA,US,,1,leather products (small),,T,W
2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,KR,ZA,US,4,,leather products (small),,T,W
2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,LR,ZA,US,,3,specimens,,M,W
2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,MU,ZA,US,,17,leather products (small),,T,W
2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,MW,ZA,US,,11,specimens,,M,W
2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,NA,ZA,US,,6,specimens,,M,W
2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,NG,ZA,US,,4,specimens,,M,W
2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,PT,ZA,US,,8,leather products (small),,T,W
2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,SZ,ZA,US,,1,leather products (small),,T,W
2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,SZ,ZA,US,,28,specimens,,M,W
2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,TZ,ZA,US,,12,leather products (small),,T,W
2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,TZ,ZA,US,,2,specimens,,M,W
2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,ZA,US,4,,leather products (large),,T,W
2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,ZA,US,10,14,leather products (small),,T,W
2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZM,ZA,US,,2,leather products (small),,T,W
2015,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZW,ZA,US,,2,specimens,,M,W
2015,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,FR,ZA,VE,,26,leather products (small),,T,W
2015,II,Sarkidiornis melanotos,Aves,Anseriformes,Anatidae,Sarkidiornis,US,ZA,,,1,trophies,,P,W
2015,II,Ammotragus lervia,Mammalia,Artiodactyla,Bovidae,Ammotragus,AU,ZA,,,2,trophies,,H,W
2015,II,Ammotragus lervia,Mammalia,Artiodactyla,Bovidae,Ammotragus,CZ,ZA,,1,1,trophies,,H,W
2015,II,Ammotragus lervia,Mammalia,Artiodactyla,Bovidae,Ammotragus,DE,ZA,,1,,skins,,H,W
2015,II,Ammotragus lervia,Mammalia,Artiodactyla,Bovidae,Ammotragus,DE,ZA,,,1,trophies,,H,W
2015,II,Ammotragus lervia,Mammalia,Artiodactyla,Bovidae,Ammotragus,DK,ZA,XX,1,,trophies,,H,W
2015,II,Ammotragus lervia,Mammalia,Artiodactyla,Bovidae,Ammotragus,DK,ZA,,,1,trophies,,H,W
2015,II,Ammotragus lervia,Mammalia,Artiodactyla,Bovidae,Ammotragus,GB,ZA,,,1,trophies,,H,W
2015,II,Ammotragus lervia,Mammalia,Artiodactyla,Bovidae,Ammotragus,MU,ZA,,,1,trophies,,H,W
2015,II,Ammotragus lervia,Mammalia,Artiodactyla,Bovidae,Ammotragus,RU,ZA,,,1,skins,,H,W
2015,II,Ammotragus lervia,Mammalia,Artiodactyla,Bovidae,Ammotragus,RU,ZA,,,4,trophies,,H,W
2015,II,Ammotragus lervia,Mammalia,Artiodactyla,Bovidae,Ammotragus,SE,ZA,,1,,bodies,,H,W
2015,II,Ammotragus lervia,Mammalia,Artiodactyla,Bovidae,Ammotragus,TR,ZA,,,2,trophies,,H,W
2015,II,Ammotragus lervia,Mammalia,Artiodactyla,Bovidae,Ammotragus,US,ZA,,10,9,trophies,,H,W
2015,II,Cephalophus dorsalis,Mammalia,Artiodactyla,Bovidae,Cephalophus,US,ZA,CG,2,,trophies,,H,W
2015,II,Cephalophus dorsalis,Mammalia,Artiodactyla,Bovidae,Cephalophus,US,ZA,CM,,1,trophies,,H,W
2015,II,Cephalophus dorsalis,Mammalia,Artiodactyla,Bovidae,Cephalophus,US,ZA,XX,,2,trophies,,P,W
2015,II,Cephalophus dorsalis,Mammalia,Artiodactyla,Bovidae,Cephalophus,US,ZA,,1,,trophies,,H,W
2015,II,Cephalophus silvicultor,Mammalia,Artiodactyla,Bovidae,Cephalophus,US,ZA,CG,1,,trophies,,H,W
2015,II,Damaliscus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,CN,ZA,,,1,trophies,,H,W
2015,II,Damaliscus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,FR,ZA,,,1,trophies,,H,W
2015,II,Damaliscus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,GB,ZA,,,1,trophies,,H,W
2015,II,Damaliscus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,HU,ZA,,,5,trophies,,H,W
2015,II,Damaliscus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,LV,ZA,,1,,trophies,,H,W
2015,II,Damaliscus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,NO,ZA,,,1,trophies,,H,W
2015,II,Damaliscus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,PE,ZA,,,1,trophies,,H,W
2015,II,Damaliscus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,PL,ZA,,,1,trophies,,H,W
2015,II,Damaliscus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,US,ZA,,,12,trophies,,H,W
2015,II,Damaliscus pygargus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,AT,ZA,,,1,skulls,,H,W
2015,II,Damaliscus pygargus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,AU,ZA,,,1,skulls,,H,W
2015,II,Damaliscus pygargus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,CA,ZA,,,5,trophies,,H,W
2015,II,Damaliscus pygargus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,CH,ZA,,,1,trophies,,H,W
2015,II,Damaliscus pygargus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,DK,ZA,,3,4,trophies,,H,W
2015,II,Damaliscus pygargus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,ES,ZA,,2,5,trophies,,H,W
2015,II,Damaliscus pygargus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,FI,ZA,,1,2,trophies,,H,W
2015,II,Damaliscus pygargus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,FR,ZA,,,1,skulls,,H,W
2015,II,Damaliscus pygargus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,FR,ZA,,,8,trophies,,H,W
